,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
impedance,6.3465,6.3694,6.4058,6.432,6.4644,6.4927,6.5242,6.5493,6.5801,6.6083,6.6377,6.6675,6.6995,6.7349,6.7715,6.8136,6.8585,6.9083,6.9624,7.0202,7.0835,7.1502,7.2224,7.2979,7.3792,7.4633,7.553,7.6477,7.7464,7.849,7.954,8.0595,8.1654,8.269,8.3653,8.4559,8.526,8.6004,8.6652,8.7189,8.7645,8.7972,8.8227,8.8374,8.8448,8.8412,8.8369,8.8456,8.871,8.9409,9.0649,8.9781,8.979,,,
impedance,6.3764,6.3827,6.391,6.3968,6.4046,6.4155,6.4268,6.4416,6.4574,6.4743,6.4939,6.5154,6.5397,6.5682,6.5999,6.6354,6.6748,6.7184,6.7662,6.8188,6.877,6.939,7.0055,7.077,7.1534,7.2346,7.3216,7.4128,7.509,7.6085,7.7114,7.816,7.9209,8.0206,8.1143,8.203,8.2984,8.3883,8.4711,8.5485,8.6195,8.6799,8.7292,8.7642,8.7868,8.7867,8.7544,8.6921,8.6123,8.5722,8.6399,8.8036,8.5755,,,
impedance,6.4712,6.4989,6.5272,6.5541,6.5802,6.6079,6.6351,6.6633,6.6937,6.7255,6.7603,6.7973,6.8393,6.8854,6.9357,6.9904,7.0497,7.1145,7.1844,7.2588,7.3381,7.4217,7.5106,7.6048,7.7038,7.8091,7.9184,8.0311,8.1476,8.2656,8.3828,8.498,8.6094,8.7187,8.8241,8.9216,9.0106,9.0911,9.1623,9.2271,9.2855,9.3403,9.3908,9.4414,9.4956,9.5342,9.5105,9.3632,9.3634,9.5046,,,,,,
impedance,5.331,5.3571,5.3789,5.407,5.4322,5.4559,5.4801,5.5046,5.5289,5.556,5.5834,5.6126,5.644,5.6787,5.7165,5.7604,5.8061,5.8559,5.91,5.9676,6.0294,6.0956,6.1657,6.2397,6.3174,6.3994,6.486,6.5766,6.6726,6.7729,6.877,6.9895,7.1032,7.2206,7.3391,7.4563,7.5803,7.6997,7.8133,7.9174,8.0112,8.0874,8.1534,8.2069,8.2474,8.2785,8.2892,8.2797,8.2313,8.1444,8.1279,8.2797,8.1338,,,
impedance,6.3472,6.3723,6.4037,6.4361,6.4691,6.4954,6.5342,6.5657,6.5975,6.6325,6.6695,6.7087,6.7531,6.8012,6.8529,6.9085,6.9691,7.0343,7.1031,7.1768,7.2555,7.3377,7.4251,7.5172,7.6131,7.7138,7.817,7.9226,8.0298,8.1347,8.2378,8.3344,8.4266,8.5189,8.6041,8.6821,8.7507,8.8111,8.8594,8.8985,8.9271,8.9458,8.9484,8.9341,8.9005,8.8395,8.7904,8.8364,8.9945,8.7461,,,,,,
impedance,6.6742,6.7115,6.7422,6.7857,6.8067,6.8487,6.8793,6.9129,6.952,6.9856,7.0232,7.063,7.1136,7.1644,7.2183,7.2786,7.3429,7.4119,7.4886,7.5664,7.6486,7.7413,7.8317,7.9361,8.0387,8.1504,8.2662,8.3887,8.5164,8.6444,8.7781,8.9087,9.0371,9.1545,9.2803,9.3935,9.4922,9.5783,9.6446,9.6952,9.7276,9.7441,9.7424,9.7242,9.6956,9.6736,9.6917,9.813,9.9128,9.7152,,,,,,
impedance,6.1067,6.1252,6.1548,6.1651,6.1935,6.2166,6.2519,6.2683,6.2963,6.3347,6.3629,6.3928,6.4244,6.4582,6.4943,6.5349,6.5785,6.6258,6.6766,6.7317,6.7909,6.8542,6.921,6.9921,7.0669,7.1462,7.2301,7.317,7.4068,7.5001,7.5925,7.6838,7.7725,7.8566,7.935,8.0069,8.0745,8.1372,8.1934,8.2437,8.2885,8.3281,8.3629,8.3959,8.4288,8.4623,8.4977,8.5261,8.535,8.4629,8.341,8.4193,8.4511,,,
impedance,6.5586,6.591,6.6235,6.6529,6.6826,6.7141,6.7437,6.7759,6.8089,6.8444,6.8826,6.9221,6.9684,7.0178,7.0712,7.1299,7.1935,7.2623,7.3362,7.4145,7.4981,7.5865,7.6804,7.7794,7.884,7.9943,8.1117,8.2333,8.3598,8.4908,8.6243,8.7583,8.8899,9.029,9.1621,9.2898,9.4053,9.5109,9.6031,9.6837,9.7533,9.8148,9.8678,9.9081,9.9328,9.9124,9.8114,9.693,9.8267,9.8172,,,,,,
impedance,6.4211,6.4502,6.4765,6.5031,6.5312,6.5584,6.5859,6.6144,6.6448,6.6768,6.7116,6.749,6.7913,6.8376,6.8881,6.9432,7.0034,7.0683,7.1382,7.2128,7.2912,7.3751,7.4641,7.558,7.6565,7.7614,7.8712,7.9836,8.1009,8.2191,8.3376,8.4524,8.5636,8.6771,8.7829,8.8826,8.9736,9.0569,9.1294,9.1941,9.2501,9.304,9.3526,9.4023,9.4519,9.4866,9.4474,9.2999,9.3107,9.4464,,,,,,
impedance,6.2238,6.2018,6.1801,6.1611,6.1705,6.1895,6.2038,6.2253,6.2508,6.2703,6.2948,6.3149,6.3467,6.3707,6.3964,6.4243,6.4544,6.4865,6.5235,6.5633,6.6063,6.6529,6.7032,6.7584,6.8166,6.8785,6.9446,7.0148,7.088,7.1659,7.2474,7.3313,7.4152,7.4986,7.5814,7.6578,7.7305,7.796,7.852,7.8992,7.9467,7.9862,8.0183,8.0455,8.0702,8.0913,8.1096,8.1313,8.1556,8.1868,8.231,8.293,8.34,8.2601,8.1327,8.3422
impedance,6.7661,6.8028,6.8326,6.8686,6.9029,6.9352,6.9677,6.9968,7.0321,7.0638,7.0968,7.1299,7.165,7.202,7.2411,7.2856,7.3343,7.3866,7.4449,7.5068,7.5746,7.6489,7.7251,7.8092,7.8947,7.9875,8.0857,8.1899,8.2999,8.4158,8.5378,8.6677,8.8033,8.9442,9.0889,9.2333,9.3631,9.5054,9.6443,9.7681,9.8776,9.9688,10.043,10.097999999999999,10.14,10.166,10.189,10.214,10.259,10.357000000000001,10.493,10.292,10.527999999999999,,,
impedance,6.2782,6.313,6.3393,6.3686,6.3894,6.4246,6.4579,6.4866,6.5166,6.5489,6.5835,6.6203,6.6622,6.7076,6.7574,6.8108,6.8689,6.9322,6.9991,7.0709,7.1471,7.2277,7.3129,7.4032,7.498,7.5975,7.701,7.8065,7.9138,8.021,8.1245,8.2235,8.3174,8.4154,8.5034,8.5854,8.6592,8.7271,8.7873,8.8405,8.8871,8.9328,8.974,9.0124,9.04,9.0231,8.9208,8.7822,8.8736,8.9109,,,,,,
impedance,6.6822,6.7134,6.7485,6.7776,6.8172,6.8493,6.8837,6.9192,6.9521,6.9866,7.0219,7.0587,7.098,7.1384,7.1808,7.2305,7.282,7.3389,7.401,7.4686,7.5415,7.6223,7.7015,7.7849,7.8813,7.9811,8.0864,8.1995,8.3169,8.4384,8.5684,8.7011,8.8464,8.9919,9.1413,9.2932,9.4626,9.6137,9.7701,9.9164,10.052,10.171,10.270999999999999,10.347000000000001,10.408,10.445,10.456,10.433,10.35,10.225,10.203,10.402999999999999,10.25,,,
impedance,6.1576,6.1801,6.1992,6.2199,6.245,6.265,6.2871,6.3105,6.3332,6.3549,6.3795,6.4055,6.4339,6.4643,6.4969,6.5341,6.5742,6.618,6.6662,6.7174,6.7728,6.8324,6.8954,6.9624,7.0339,7.1091,7.1892,7.2725,7.3594,7.4489,7.5379,7.6275,7.713,7.7953,7.8681,7.9363,7.9939,8.0492,8.0982,8.1386,8.1735,8.2043,8.2294,8.2517,8.2763,8.2995,8.3296,8.3716,8.4311,8.4726,8.389,8.2535,8.4712,,,
